Name,Description,Web URL,Publish date,Author,Published in
Probabilistic Reasoning in Intelligent Systems: Networks of Plausible Inference,Research contribution by Judea Pearl,https://scholar.google.com/citations?user=bAipNH8AAAAJ,N/A,Judea Pearl,"University of California, Los Angeles"
Causality,Research contribution by Judea Pearl,https://scholar.google.com/citations?user=bAipNH8AAAAJ,N/A,Judea Pearl,"University of California, Los Angeles"
"Causality: Models, Reasoning and Inference",Research contribution by Judea Pearl,https://scholar.google.com/citations?user=bAipNH8AAAAJ,N/A,Judea Pearl,"University of California, Los Angeles"
Causal Diagrams for Epidemiologic Research,Research contribution by Judea Pearl,https://scholar.google.com/citations?user=bAipNH8AAAAJ,N/A,Judea Pearl,"University of California, Los Angeles"
Causal diagrams for empirical research,Research contribution by Judea Pearl,https://scholar.google.com/citations?user=bAipNH8AAAAJ,N/A,Judea Pearl,"University of California, Los Angeles"
"Design, fabrication and control of soft robots",Research contribution by Daniela Rus,https://scholar.google.com/citations?user=910z20QAAAAJ,N/A,Daniela Rus,MIT
LIO-SAM: Tightly-coupled Lidar Inertial Odometry via Smoothing and Mapping,Research contribution by Daniela Rus,https://scholar.google.com/citations?user=910z20QAAAAJ,N/A,Daniela Rus,MIT
Artificial Intelligence in Surgery: Promises and Perils,Research contribution by Daniela Rus,https://scholar.google.com/citations?user=910z20QAAAAJ,N/A,Daniela Rus,MIT
On-demand high-capacity ride-sharing via dynamic trip-vehicle assignment,Research contribution by Daniela Rus,https://scholar.google.com/citations?user=910z20QAAAAJ,N/A,Daniela Rus,MIT
Modular Self-Reconfigurable Robot Systems [Grand Challenges of Robotics],Research contribution by Daniela Rus,https://scholar.google.com/citations?user=910z20QAAAAJ,N/A,Daniela Rus,MIT
Gene Selection for Cancer Classification using Support Vector Machines,Research contribution by Jason Weston,https://scholar.google.com/citations?user=lMkTx0EAAAAJ,N/A,Jason Weston,Meta
Translating embeddings for modeling multi-relational data,Research contribution by Jason Weston,https://scholar.google.com/citations?user=lMkTx0EAAAAJ,N/A,Jason Weston,Meta
Natural Language Processing (almost) from Scratch,Research contribution by Jason Weston,https://scholar.google.com/citations?user=lMkTx0EAAAAJ,N/A,Jason Weston,Meta
A unified architecture for natural language processing,Research contribution by Jason Weston,https://scholar.google.com/citations?user=lMkTx0EAAAAJ,N/A,Jason Weston,Meta
Curriculum learning,Research contribution by Jason Weston,https://scholar.google.com/citations?user=lMkTx0EAAAAJ,N/A,Jason Weston,Meta
Generative adversarial networks,Research contribution by Aaron Courville,https://scholar.google.com/citations?user=km6CP8cAAAAJ,N/A,Aaron Courville,Université de Montréal
Representation Learning: A Review and New Perspectives,Research contribution by Aaron Courville,https://scholar.google.com/citations?user=km6CP8cAAAAJ,N/A,Aaron Courville,Université de Montréal
Deep Learning,Research contribution by Aaron Courville,https://scholar.google.com/citations?user=km6CP8cAAAAJ,N/A,Aaron Courville,Université de Montréal
"Show, Attend and Tell: Neural Image Caption Generation with Visual Attention",Research contribution by Aaron Courville,https://scholar.google.com/citations?user=km6CP8cAAAAJ,N/A,Aaron Courville,Université de Montréal
Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,Research contribution by Chelsea Finn,https://scholar.google.com/citations?user=vfPE6hgAAAAJ,N/A,Chelsea Finn,Stanford University
On the Opportunities and Risks of Foundation Models,Research contribution by Chelsea Finn,https://scholar.google.com/citations?user=vfPE6hgAAAAJ,N/A,Chelsea Finn,Stanford University
End-to-end training of deep visuomotor policies,Research contribution by Chelsea Finn,https://scholar.google.com/citations?user=vfPE6hgAAAAJ,N/A,Chelsea Finn,Stanford University
MizAR 60 for Mizar 50,Research contribution by Noam Shazeer,https://scholar.google.com/citations?user=wsGvgA8AAAAJ,N/A,Noam Shazeer,Google (United States)
Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer,Research contribution by Noam Shazeer,https://scholar.google.com/citations?user=wsGvgA8AAAAJ,N/A,Noam Shazeer,Google (United States)
Attention Is All You Need,Research contribution by Noam Shazeer,https://scholar.google.com/citations?user=wsGvgA8AAAAJ,N/A,Noam Shazeer,Google (United States)
Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Research contribution by Noam Shazeer,https://scholar.google.com/citations?user=wsGvgA8AAAAJ,N/A,Noam Shazeer,Google (United States)
PaLM: Scaling Language Modeling with Pathways,Research contribution by Noam Shazeer,https://scholar.google.com/citations?user=wsGvgA8AAAAJ,N/A,Noam Shazeer,Google (United States)
Introduction to Information Retrieval,Research contribution by Hinrich Schütze,https://scholar.google.com/scholar?q=Hinrich+Sch%C3%BCtze,N/A,Hinrich Schütze,Ludwig-Maximilians-Universität München
Foundations of statistical natural language processing,Research contribution by Hinrich Schütze,https://scholar.google.com/scholar?q=Hinrich+Sch%C3%BCtze,N/A,Hinrich Schütze,Ludwig-Maximilians-Universität München
Automatic word sense discrimination,Research contribution by Hinrich Schütze,https://scholar.google.com/scholar?q=Hinrich+Sch%C3%BCtze,N/A,Hinrich Schütze,Ludwig-Maximilians-Universität München
ABCNN: Attention-Based Convolutional Neural Network for Modeling Sentence Pairs,Research contribution by Hinrich Schütze,https://scholar.google.com/scholar?q=Hinrich+Sch%C3%BCtze,N/A,Hinrich Schütze,Ludwig-Maximilians-Universität München
Comparative Study of CNN and RNN for Natural Language Processing,Research contribution by Hinrich Schütze,https://scholar.google.com/scholar?q=Hinrich+Sch%C3%BCtze,N/A,Hinrich Schütze,Ludwig-Maximilians-Universität München
Probabilistic Latent Semantic Indexing,Research contribution by Thomas Hofmann,https://scholar.google.com/scholar?q=Thomas+Hofmann,N/A,Thomas Hofmann,Technical University of Munich
Unsupervised Learning by Probabilistic Latent Semantic Analysis,Research contribution by Thomas Hofmann,https://scholar.google.com/scholar?q=Thomas+Hofmann,N/A,Thomas Hofmann,Technical University of Munich
Probabilistic Latent Semantic Analysis,Research contribution by Thomas Hofmann,https://scholar.google.com/scholar?q=Thomas+Hofmann,N/A,Thomas Hofmann,Technical University of Munich
Large Margin Methods for Structured and Interdependent Output Variables,Research contribution by Thomas Hofmann,https://scholar.google.com/scholar?q=Thomas+Hofmann,N/A,Thomas Hofmann,Technical University of Munich
Deep Face Recognition,Research contribution by Andrea Vedaldi,https://scholar.google.com/citations?user=bRT7t28AAAAJ,N/A,Andrea Vedaldi,University of Oxford
Deep Inside Convolutional Networks: Visualising Image Classification\n Models and Saliency Maps,Research contribution by Andrea Vedaldi,https://scholar.google.com/citations?user=bRT7t28AAAAJ,N/A,Andrea Vedaldi,University of Oxford
Fully-Convolutional Siamese Networks for Object Tracking,Research contribution by Andrea Vedaldi,https://scholar.google.com/citations?user=bRT7t28AAAAJ,N/A,Andrea Vedaldi,University of Oxford
Instance Normalization: The Missing Ingredient for Fast Stylization,Research contribution by Andrea Vedaldi,https://scholar.google.com/citations?user=bRT7t28AAAAJ,N/A,Andrea Vedaldi,University of Oxford
Return of the Devil in the Details: Delving Deep into Convolutional Nets,Research contribution by Andrea Vedaldi,https://scholar.google.com/citations?user=bRT7t28AAAAJ,N/A,Andrea Vedaldi,University of Oxford
Proceedings of the 21st International Conference on Neural Information Processing Systems,Research contribution by Daphne Koller,https://scholar.google.com/citations?user=5Iqe53IAAAAJ,N/A,Daphne Koller,Stanford University
A Gene-Coexpression Network for Global Discovery of Conserved Genetic Modules,Research contribution by Daphne Koller,https://scholar.google.com/citations?user=5Iqe53IAAAAJ,N/A,Daphne Koller,Stanford University
FastSLAM: a factored solution to the simultaneous localization and mapping problem,Research contribution by Daphne Koller,https://scholar.google.com/citations?user=5Iqe53IAAAAJ,N/A,Daphne Koller,Stanford University
The Immunological Genome Project: networks of gene expression in immune cells,Research contribution by Daphne Koller,https://scholar.google.com/citations?user=5Iqe53IAAAAJ,N/A,Daphne Koller,Stanford University
Module networks: identifying regulatory modules and their condition-specific regulators from gene expression data,Research contribution by Daphne Koller,https://scholar.google.com/citations?user=5Iqe53IAAAAJ,N/A,Daphne Koller,Stanford University
Proceedings of the 29th International Conference on Machine Learning (ICML-12),Research contribution by Joelle Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ,N/A,Joelle Pineau,McGill University
Deep Reinforcement Learning That Matters,Research contribution by Joelle Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ,N/A,Joelle Pineau,McGill University
An Introduction to Deep Reinforcement Learning,Research contribution by Joelle Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ,N/A,Joelle Pineau,McGill University
Point-based value iteration: an anytime algorithm for POMDPs,Research contribution by Joelle Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ,N/A,Joelle Pineau,McGill University
How NOT To Evaluate Your Dialogue System: An Empirical Study of Unsupervised Evaluation Metrics for Dialogue Response Generation,Research contribution by Joelle Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ,N/A,Joelle Pineau,McGill University
Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,Research contribution by Sergey Levine,https://scholar.google.com/citations?user=8R35rCwAAAAJ,N/A,Sergey Levine,"University of California, Berkeley"
Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,Research contribution by Sergey Levine,https://scholar.google.com/citations?user=8R35rCwAAAAJ,N/A,Sergey Levine,"University of California, Berkeley"
Trust Region Policy Optimization,Research contribution by Sergey Levine,https://scholar.google.com/citations?user=8R35rCwAAAAJ,N/A,Sergey Levine,"University of California, Berkeley"
Soft Actor-Critic Algorithms and Applications,Research contribution by Sergey Levine,https://scholar.google.com/citations?user=8R35rCwAAAAJ,N/A,Sergey Levine,"University of California, Berkeley"
High-Dimensional Continuous Control Using Generalized Advantage Estimation,Research contribution by Sergey Levine,https://scholar.google.com/citations?user=8R35rCwAAAAJ,N/A,Sergey Levine,"University of California, Berkeley"
Probabilistic Non-linear Principal Component Analysis with Gaussian Process Latent Variable Models,Research contribution by Neil Lawrence,https://scholar.google.com/citations?user=r3SJcvoAAAAJ,N/A,Neil Lawrence,University of Cambridge
Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data,Research contribution by Neil Lawrence,https://scholar.google.com/citations?user=r3SJcvoAAAAJ,N/A,Neil Lawrence,University of Cambridge
Proceedings of the 27th International Conference on Neural Information Processing Systems - Volume 1,Research contribution by Neil Lawrence,https://scholar.google.com/citations?user=r3SJcvoAAAAJ,N/A,Neil Lawrence,University of Cambridge
Variational Information Distillation for Knowledge Transfer,Research contribution by Neil Lawrence,https://scholar.google.com/citations?user=r3SJcvoAAAAJ,N/A,Neil Lawrence,University of Cambridge
WiFi-SLAM Using G aussian Process Latent Variable Models,Research contribution by Neil Lawrence,https://scholar.google.com/citations?user=r3SJcvoAAAAJ,N/A,Neil Lawrence,University of Cambridge
"Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods in Natural Language Processing",Research contribution by Graham Neubig,https://scholar.google.com/citations?user=wlosgkoAAAAJ,N/A,Graham Neubig,Carnegie Mellon University
A Syntactic Neural Model for General-Purpose Code Generation,Research contribution by Graham Neubig,https://scholar.google.com/citations?user=wlosgkoAAAAJ,N/A,Graham Neubig,Carnegie Mellon University
A systematic evaluation of large language models of code,Research contribution by Graham Neubig,https://scholar.google.com/citations?user=wlosgkoAAAAJ,N/A,Graham Neubig,Carnegie Mellon University
TaBERT: Pretraining for Joint Understanding of Textual and Tabular Data,Research contribution by Graham Neubig,https://scholar.google.com/citations?user=wlosgkoAAAAJ,N/A,Graham Neubig,Carnegie Mellon University
The Multimodal Brain Tumor Image Segmentation Benchmark (BRATS),Research contribution by Doina Precup,https://scholar.google.com/citations?user=j54VcVEAAAAJ,N/A,Doina Precup,Google (United States)
Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning,Research contribution by Doina Precup,https://scholar.google.com/citations?user=j54VcVEAAAAJ,N/A,Doina Precup,Google (United States)
Deep Reinforcement Learning That Matters,Research contribution by Doina Precup,https://scholar.google.com/citations?user=j54VcVEAAAAJ,N/A,Doina Precup,Google (United States)
Fast gradient-descent methods for temporal-difference learning with linear function approximation,Research contribution by Doina Precup,https://scholar.google.com/citations?user=j54VcVEAAAAJ,N/A,Doina Precup,Google (United States)
Eligibility Traces for Off-Policy Policy Evaluation,Research contribution by Doina Precup,https://scholar.google.com/citations?user=j54VcVEAAAAJ,N/A,Doina Precup,Google (United States)
