id,name,avatar_url,current_affiliation_id,current_affiliation_name,role_title,research_area_ids,research_areas,google_scholar_url,personal_website_url,twitter_handle,notable_papers_or_contributions,h_index,citation_count,influence_score,previous_affiliation_ids,previous_affiliations,education_ids,education
person:emmanuel-candes,Emmanuel Candès,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emmanuel_Cand%C3%A8s.jpg/330px-Emmanuel_Cand%C3%A8s.jpg,org:california-institute-of-technology,California Institute of Technology,Professor,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=nRQi4O8AAAAJ,https://profiles.stanford.edu/emmanuel-candes,,Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information; An Introduction To Compressive Sampling; Decoding by Linear Programming; Stable signal recovery from incomplete and inaccurate measurements; Near-Optimal Signal Recovery From Random Projections: Universal Encoding Strategies?,88,112230,0.5954,org:stanford-university,Stanford University,org:stanford-university; org:ecole-polytechnique,Stanford University; École polytechnique
person:suvrit-sra,Suvrit Sra,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=eyCw9goAAAAJ,,,Information-theoretic metric learning; Optimization for Machine Learning; Clustering on the Unit Hypersphere using von Mises-Fisher Distributions; Generalized Nonnegative Matrix Approximations with Bregman Divergences; Minimum Sum-Squared Residue Co-clustering of Gene Expression Data,44,10086,0.1613,,,org:university-of-texas-at-austin,University of Texas at Austin
person:sham-kakade,Sham Kakade,,org:university-of-washington,University of Washington,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=wb-DKCIAAAAJ,https://sham.seas.harvard.edu/,@ShamKakade6,PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing; Outpacing the Virus: Digital Response to Containing the Spread of COVID-19 while Mitigating Privacy Risks; PACT: Privacy Sensitive Protocols and Mechanisms for Mobile Contact Tracing; Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging; Anytime Pretraining: Horizon-Free Learning-Rate Schedules with Weight Averaging,3,224,0.1068,org:harvard-university,Harvard University,org:california-institute-of-technology; org:university-college-london,California Institute of Technology; University College London
person:aaron-courville,Aaron Courville,,org:universite-de-montreal,Université de Montréal,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:artificial-neural-networks; topic:machine-learning,Artificial Intelligence; Computer Science; Artificial Neural Networks; Machine Learning,https://scholar.google.com/citations?user=km6CP8cAAAAJ,,,"Generative adversarial networks; Representation Learning: A Review and New Perspectives; Deep Learning; Show, Attend and Tell: Neural Image Caption Generation with Visual Attention; Generative Adversarial Networks",77,82186,0.3753,,,org:university-of-toronto; org:carnegie-mellon-university,University of Toronto; Carnegie Mellon University
person:martin-wainwright,Martin Wainwright,,org:microsoft-research-united-kingdom,Microsoft Research (United Kingdom),Professor,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=J5Rvh6gAAAAJ,https://people.eecs.berkeley.edu/~wainwrig/,,"Graphical Models, Exponential Families, and Variational Inference; Statistical Learning with Sparsity; Image denoising using scale mixtures of gaussians in the wavelet domain; Network Coding for Distributed Storage Systems; Graphical Models, Exponential Families, and Variational Inference",83,37991,0.4084,,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology
person:tamar-mitchell,Tamar Mitchell,,,,,,,https://scholar.google.com/scholar?q=Tamar+Mitchell,,,,,,0.06,,,,
person:jessica-hamrick,Jessica Hamrick,,org:google-deepmind,Google DeepMind,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=2ylcZSsAAAAJ,http://www.jesshamrick.com/,@jhamrick,"Jupyter Notebooks &amp;ndash; a publishing format for reproducible computational workflows; Relational inductive biases, deep learning, and graph networks; Simulation as an engine of physical scene understanding; psiTurk: An open-source framework for conducting replicable behavioral experiments online; Inferring mass in complex scenes by mental simulation",18,6671,0.1241,org:university-of-california-berkeley; org:massachusetts-institute-of-technology,"University of California, Berkeley; Massachusetts Institute of Technology",org:university-of-california-berkeley; org:massachusetts-institute-of-technology,"University of California, Berkeley; Massachusetts Institute of Technology"
person:ramin-hasani,Ramin Hasani,,,,,topic:artificial-neural-networks; topic:computer-science; topic:artificial-intelligence; topic:machine-learning,Artificial Neural Networks; Computer Science; Artificial Intelligence; Machine Learning,https://scholar.google.com/scholar?q=Ramin+Hasani,,,Neural circuit policies enabling auditable autonomy; Liquid Time-constant Networks; Closed-form continuous-time neural networks; OpenWorm: overview and recent advances in integrative biological simulation of <i>Caenorhabditis elegans</i>; BarrierNet: Differentiable Control Barrier Functions for Learning of Safe Robot Control,18,1585,0.0983,,,,
person:karol-hausman,Karol Hausman,,,,,topic:artificial-intelligence; topic:computer-science; topic:robotics; topic:machine-learning,Artificial Intelligence; Computer Science; Robotics; Machine Learning,https://scholar.google.com/scholar?q=Karol+Hausman,,,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances; Code as Policies: Language Model Programs for Embodied Control; RT-1: Robotics Transformer for Real-World Control at Scale; PaLM-E: An Embodied Multimodal Language Model; Meta-World: A Benchmark and Evaluation for Multi-Task and Meta Reinforcement Learning",30,5079,0.1198,,,,
person:kate-crawford,Kate Crawford,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Kate_Crawford_in_2025_05.jpg/330px-Kate_Crawford_in_2025_05.jpg,org:microsoft-united-states,Microsoft (United States),Professor,topic:computer-science,Computer Science,https://scholar.google.com/scholar?q=Kate+Crawford,http://www.katecrawford.net/,@katecrawford,"CRITICAL QUESTIONS FOR BIG DATA; Seeing without knowing: Limitations of the transparency ideal and its application to algorithmic accountability; Atlas of AI; Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence; Following you: Disciplines of listening in social media",46,17560,0.3347,org:university-of-new-south-wales; org:microsoft-research,University of New South Wales; Microsoft Research,org:university-of-sydney,University of Sydney
person:angela-fan,Angela Fan,,org:netherlands-comprehensive-cancer-organisation,Netherlands Comprehensive Cancer Organisation,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=TLZR9zgAAAAJ,,,"Llama 2: Open Foundation and Fine-Tuned Chat Models; fairseq: A Fast, Extensible Toolkit for Sequence Modeling; Language Modeling with Gated Convolutional Networks; Language modeling with gated convolutional networks; Helping Cancer Patients to Choose the Best Treatment: Towards Automated Data-Driven and Personalized Information Presentation of Cancer Treatment Options",24,10653,0.1398,,,org:institut-national-de-recherche-en-informatique-et-en-automatique; org:harvard-college,Institut National de Recherche en Informatique et en Automatique; Harvard College
person:sergey-ioffe,Sergey Ioffe,,org:google-united-states,Google (United States),,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Sergey+Ioffe,,,"Rethinking the Inception Architecture for Computer Vision; Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift; Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift; Inception-v4, Inception-ResNet and the Impact of Residual Connections on Learning; No Fuss Distance Metric Learning Using Proxies",24,78216,0.2776,,,,
person:samory-kpotufe,Samory Kpotufe,,org:columbia-university,Columbia University,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Samory+Kpotufe,,,Which Spatial Partition Trees are Adaptive to Intrinsic Dimension?; k-NN Regression Adapts to Local Intrinsic Dimension; Consistent Procedures for Cluster Tree Estimation and Pruning; A different approach to sensor networking for shm: Remote powering and interrogation with unmanned aerial vehicles; An Efficient One-Class SVM for Anomaly Detection in the Internet of Things,14,635,0.0916,,,org:university-of-california-san-diego,"University of California, San Diego"
person:james-bradbury,James Bradbury,,org:indian-institute-of-technology-gandhinagar,Indian Institute of Technology Gandhinagar,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=James+Bradbury,,,"PyTorch: An Imperative Style, High-Performance Deep Learning Library; Past and future changes in climate and hydrological indicators in the US Northeast; Ask Me Anything: Dynamic Memory Networks for Natural Language Processing; Pointer Sentinel Mixture Models; Non-Autoregressive Neural Machine Translation",13,19635,0.1476,,,,
person:olga-russakovsky,Olga Russakovsky,,org:princeton-university,Princeton University,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=TB5OwW8AAAAJ,https://www.cs.princeton.edu/~olgarus/,,ImageNet Large Scale Visual Recognition Challenge; What’s the Point: Semantic Segmentation with Point Supervision; End-to-End Learning of Action Detection from Frame Glimpses in Videos; Art and the science of generative AI; Every Moment Counts: Dense Detailed Labeling of Actions in Complex Videos,30,44846,0.2379,,,org:stanford-university,Stanford University
person:michael-j-black,Michael J Black,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Michael_J_Black_Copyright_MPI-IS.jpg/330px-Michael_J_Black_Copyright_MPI-IS.jpg,org:max-planck-institute-for-intelligent-systems,Max Planck Institute for Intelligent Systems,Michael J,topic:computer-vision; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=6NjbexEAAAAJ,,,Learning the Statistics of People in Images and Video; Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model; Predicting 3D People from 2D Pictures; A Bayesian Framework for Cross-Situational Word-Learning; WHAM: Reconstructing World-Grounded Humans with Accurate 3D Motion,12,746,0.1182,org:brown-university; org:parc,Brown University; PARC,org:yale-university; org:stanford-university; org:university-of-british-columbia,Yale University; Stanford University; University of British Columbia
person:joan-bruna,Joan Bruna,,org:courant-institute-of-mathematical-sciences,Courant Institute of Mathematical Sciences,,topic:artificial-neural-networks; topic:computer-science; topic:artificial-intelligence,Artificial Neural Networks; Computer Science; Artificial Intelligence,https://scholar.google.com/scholar?q=Joan+Bruna,https://statistics.berkeley.edu/people/joan-bruna,,Intriguing properties of neural networks; Geometric Deep Learning: Going beyond Euclidean data; Spectral Networks and Locally Connected Networks on Graphs; Invariant Scattering Convolution Networks; Deep Convolutional Networks on Graph-Structured Data,36,21531,0.178,org:new-york-university,New York University,org:polytechnic-university-of-catalonia; org:ecole-normale-superieure-paris-saclay; org:ecole-polytechnique,Polytechnic University of Catalonia; École normale supérieure Paris-Saclay; École polytechnique
person:samuel-madden,Samuel Madden,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology,Computer Scientist,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=a1ngrCIAAAAJ,,,TAG; TinyDB: an acquisitional query processing system for sensor networks; TinyOS: An Operating System for Sensor Networks; The pothole patrol; A comparison of approaches to large-scale data analysis,97,44240,0.2984,,,org:massachusetts-institute-of-technology; org:university-of-california-berkeley; org:morse-high-school,"Massachusetts Institute of Technology; University of California, Berkeley; Morse High School"
person:aaron-defazio,Aaron Defazio,,,,,topic:artificial-intelligence; topic:computer-science,Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Aaron+Defazio,,,SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly Convex Composite Objectives; fastMRI: An Open Dataset and Benchmarks for Accelerated MRI; SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly\n Convex Composite Objectives; fastMRI: A Publicly Available Raw k-Space and DICOM Dataset of Knee Images for Accelerated MR Image Reconstruction Using Machine Learning; Advancing machine learning for MR image reconstruction with an open competition: Overview of the 2019 fastMRI challenge,17,3313,0.1011,,,,
person:aidan-gomez,Aidan Gomez,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Aidan_Gomez_at_%22ALL_IN%22_2025_06.jpg/330px-Aidan_Gomez_at_%22ALL_IN%22_2025_06.jpg,org:google-united-states,Google (United States),Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=2oq9614AAAAJ,https://aidangomez.ca/,@aidangomezzz,MizAR 60 for Mizar 50; Attention Is All You Need; Disease variant prediction with deep generative models of evolutionary data; One Model To Learn Them All; Depthwise Separable Convolutions for Neural Machine Translation,15,81277,0.3028,,,org:university-of-oxford; org:university-of-toronto,University of Oxford; University of Toronto
person:stuart-russell,Stuart Russell,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Stuart_Russell_01.jpg/330px-Stuart_Russell_01.jpg,org:berkeley-college,Berkeley College,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Stuart+Russell,,,"Artificial intelligence: a modern approach; Distance Metric Learning with Application to Clustering with Side-Information; Dynamic bayesian networks: representation, inference and learning; Artificial Intelligence: A Modern Approach; Policy Invariance Under Reward Transformations: Theory and Application to Reward Shaping",64,48644,0.2708,,,,
person:sebastian-thrun,Sebastian Thrun,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Sebastian_Thrun_by_Christopher_Michel_-_6.jpg/330px-Sebastian_Thrun_by_Christopher_Michel_-_6.jpg,org:stanford-university,Stanford University,Computer Scientist,topic:computer-vision; topic:computer-science; topic:artificial-intelligence; topic:robotics,Computer Vision; Computer Science; Artificial Intelligence; Robotics,https://scholar.google.com/citations?user=7K34d7cAAAAJ,,@SebastianThrun,Dermatologist-level classification of skin cancer with deep neural networks; Probabilistic robotics; A guide to deep learning in healthcare; The dynamic window approach to collision avoidance; Text Classification from Labeled and Unlabeled Documents using EM,132,101223,0.4807,org:stanford-university; org:udacity; org:carnegie-mellon-university,Stanford University; Udacity; Carnegie Mellon University,org:university-of-bonn; org:university-of-hildesheim,University of Bonn; University of Hildesheim
person:noah-smith,Noah Smith,,org:salus-university,Salus University,Professor,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=TjdFs3EAAAAJ,https://homes.cs.washington.edu/~nasmith/,@nlpnoah,"From Tweets to Polls: Linking Text Sentiment to Public Opinion Time Series; Green AI; Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics; A Simple, Fast, and Effective Reparameterization of IBM Model 2; Part-of-Speech Tagging for Twitter: Annotation, Features, and Experiments",84,30627,0.393,org:carnegie-mellon-university; org:allen-institute-for-artificial-intelligence,Carnegie Mellon University; Allen Institute for Artificial Intelligence,org:johns-hopkins-university; org:university-of-maryland,Johns Hopkins University; University of Maryland
person:tatsunori-hashimoto,Tatsunori Hashimoto,,,,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,,@tatsu_hashimoto,On the Opportunities and Risks of Foundation Models; Emergent Abilities of Large Language Models; Discovery of directional and nondirectional pioneer transcription factors by modeling DNase profile magnitude and shape; Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization; Generating Sentences by Editing Prototypes,37,10992,0.1554,,,org:massachusetts-institute-of-technology,Massachusetts Institute of Technology
person:dan-jurafsky,Dan Jurafsky,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Dan_Jurafsky_at_MOCA_1_%28cropped%29.jpg/330px-Dan_Jurafsky_at_MOCA_1_%28cropped%29.jpg,org:stanford-university,Stanford University,Professor,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=uZg9l58AAAAJ,http://web.stanford.edu/~jurafsky/,@jurafsky,Speech and language processing; Distant supervision for relation extraction without labeled data; On the Opportunities and Risks of Foundation Models; Deep Reinforcement Learning for Dialogue Generation; Word embeddings quantify 100 years of gender and ethnic stereotypes,84,33985,0.4148,,,org:university-of-california-berkeley,"University of California, Berkeley"
person:emma-brunskill,Emma Brunskill,,org:stanford-university,Stanford University,Professor,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=HaN8b2YAAAAJ,https://www.cs.cmu.edu/~ebrun/,@EmmaBrunskill,On the Opportunities and Risks of Foundation Models; Global and regional hearing impairment prevalence: an analysis of 42 studies in 29 countries; Towards the Systematic Reporting of the Energy and Carbon Footprints of\n Machine Learning; Designing mobile interfaces for novice and low-literacy users; Scaling up behavioral science interventions in online education,41,8068,0.3076,org:stanford-university; org:university-of-washington,Stanford University; University of Washington,org:magdalen-college,Magdalen College
person:raquel-urtasun,Raquel Urtasun,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Raquel_Urtasun.jpg/330px-Raquel_Urtasun.jpg,org:waabi,Waabi,Professor,topic:computer-vision; topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Computer Vision; Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=jyxO2akAAAAJ,https://www.cs.toronto.edu/~urtasun/,@RaquelUrtasun,Vision meets robotics: The KITTI dataset; Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books; The Role of Context for Object Detection and Semantic Segmentation in the Wild; PIXOR: Real-time 3D Object Detection from Point Clouds; Monocular 3D Object Detection for Autonomous Driving,102,49856,0.471,org:toyota-technological-institute-at-chicago; org:uber,Toyota Technological Institute at Chicago; Uber,org:public-university-of-navarre; org:swiss-federal-institute-of-technology-in-lausanne,Public University of Navarre; Swiss Federal Institute of Technology in Lausanne
person:sara-hooker,Sara Hooker,,org:coherent-united-states,Coherent (United States),Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=J9YCc2sAAAAJ,https://www.sarahooker.me/,,The State of Sparsity in Deep Neural Networks; The (Un)reliability of Saliency Methods; A Benchmark for Interpretability Methods in Deep Neural Networks; Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims; The (Un)reliability of saliency methods,21,2796,0.1331,org:cohere,Cohere,org:carleton-college; org:waterford-kamhlaba; org:universite-de-montreal,Carleton College; Waterford Kamhlaba; Université de Montréal
person:anca-dragan,Anca Dragan,,org:berkeley-college,Berkeley College,Professor,topic:artificial-intelligence; topic:computer-science; topic:robotics; topic:machine-learning,Artificial Intelligence; Computer Science; Robotics; Machine Learning,https://scholar.google.com/citations?user=UgHB5oAAAAAJ,,@ancadianadragan,CHOMP: Covariant Hamiltonian optimization for motion planning; Legibility and predictability of robot motion; Planning for Autonomous Cars that Leverage Effects on Human Actions; A policy-blending formalism for shared control; Legibility and predictability of robot motion,44,8095,0.2968,,,org:jacobs-university-bremen; org:carnegie-mellon-university,Jacobs University Bremen; Carnegie Mellon University
person:nando-de-freitas,Nando de Freitas,,org:google-deepmind,Google DeepMind,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=nzEluBwAAAAJ,https://www.cs.ox.ac.uk/people/nando.defreitas/,,"Sequential Monte Carlo Methods in Practice; Taking the Human Out of the Loop: A Review of Bayesian Optimization; An Introduction to MCMC for Machine Learning; A Tutorial on Bayesian Optimization of Expensive Cost Functions, with Application to Active User Modeling and Hierarchical Reinforcement Learning; Dueling Network Architectures for Deep Reinforcement Learning",59,34470,0.2475,org:university-of-british-columbia,University of British Columbia,org:university-of-the-witwatersrand; org:trinity-college,University of the Witwatersrand; Trinity College
person:hugo-larochelle,Hugo Larochelle,,org:google-brain,Google Brain,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=U89FHq4AAAAJ,https://research.google.com/pubs/105144.html,@hugo_larochelle,Domain-Adversarial Training of Neural Networks; Extracting and composing robust features with denoising autoencoders; Practical Bayesian Optimization of Machine Learning Algorithms; Stacked Denoising Autoencoders: Learning Useful Representations in a Deep Network with a Local Denoising Criterion; Greedy Layer-Wise Training of Deep Networks,61,61270,0.2958,,,org:universite-de-montreal,Université de Montréal
person:sam-bowman,Sam Bowman,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Scottybowman-2006awards.jpg/330px-Scottybowman-2006awards.jpg,org:institut-national-de-recherche-en-informatique-et-en-automatique,Institut national de recherche en informatique et en automatique,Computer Scientist,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/citations?user=kV9XRxYAAAAJ,https://cims.nyu.edu/~sbowman/,@sleepinyourhat,Universal Dependencies 2.0 – CoNLL 2017 Shared Task Development and Test Data; Proceedings of SustaiNLP: Workshop on Simple and Efficient Natural Language Processing; Universal Dependencies 2.7; Speech Recognition with Segmental Conditional Random Fields: Final Report from the 2010 JHU Summer Workshop; Modeling pronunciation variation with context-dependent articulatory feature decision trees,4,60,0.1076,,,org:stanford-university; org:university-of-chicago; org:johns-hopkins-university,Stanford University; University of Chicago; Johns Hopkins University
person:luca-soldaini,Luca Soldaini,,org:allen-institute,Allen Institute,,topic:natural-language-processing; topic:artificial-intelligence; topic:computer-science,Natural Language Processing; Artificial Intelligence; Computer Science,https://scholar.google.com/scholar?q=Luca+Soldaini,,,SMHD: A Large-Scale Resource for Exploring Online Language Usage for\n Multiple Mental Health Conditions; The Semantic Scholar Open Data Platform; Queer In AI: A Case Study in Community-Led Participatory AI; One-Shot Labeling for Automatic Relevance Estimation; OLMo: Accelerating the Science of Language Models,18,1194,0.0974,,,,
person:chris-re,Chris Ré,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/160906-N-PO203-244_%2829394494722%29.jpg/330px-160906-N-PO203-244_%2829394494722%29.jpg,org:stanford-university,Stanford University,Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=DnnCWN0AAAAJ,https://profiles.stanford.edu/christopher-re,@HazyResearch,MYSTIQ; Snorkel DryBell; Snorkel; CYCLADES: Conflict-free Asynchronous Machine Learning; Extracting chemical reactions from text using Snorkel,8,493,0.1131,,,org:cornell-university; org:university-of-washington,Cornell University; University of Washington
person:pranav-rajpurkar,Pranav Rajpurkar,,org:harvard-university,Harvard University,,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Pranav+Rajpurkar,,,"SQuAD: 100,000+ Questions for Machine Comprehension of Text; Cardiologist-level arrhythmia detection and classification in ambulatory electrocardiograms using a deep neural network; AI in health and medicine; Know What You Don’t Know: Unanswerable Questions for SQuAD; CheXNet: Radiologist-Level Pneumonia Detection on Chest X-Rays with Deep\n Learning",48,28703,0.2077,,,org:stanford-university,Stanford University
person:jitendra-malik,Jitendra Malik,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/180906-N-PO203-0045_%2843874899564%29.jpg/330px-180906-N-PO203-0045_%2843874899564%29.jpg,org:berkeley-college,Berkeley College,Computer Scientist,topic:computer-vision; topic:computer-science; topic:artificial-intelligence,Computer Vision; Computer Science; Artificial Intelligence,https://scholar.google.com/citations?user=oY9R5YQAAAAJ,https://people.eecs.berkeley.edu/~malik/,,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation; Normalized cuts and image segmentation; Scale-space and edge detection using anisotropic diffusion; A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics; Shape matching and object recognition using shape contexts,143,165653,0.6381,,,org:indian-institute-of-technology-kanpur; org:stanford-university; org:st-aloysius-senior-secondary-school,Indian Institute of Technology Kanpur; Stanford University; St. Aloysius Senior Secondary School
person:joseph-gonzalez,Joseph Gonzalez,,org:complexo-hospitalario-universitario-a-coruna,Complexo Hospitalario Universitario A Coruña,American composer based in Los Angeles,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/scholar?q=Joseph+Gonzalez,,,Apache Spark; Distributed GraphLab; PowerGraph: distributed graph-parallel computation on natural graphs; Efficient Memory Management for Large Language Model Serving with PagedAttention; Tune: A Research Platform for Distributed Model Selection and Training,60,19742,0.2012,,,,
person:moritz-hardt,Moritz Hardt,,org:university-of-california-berkeley,"University of California, Berkeley",Computer Scientist,topic:artificial-intelligence; topic:computer-science; topic:machine-learning,Artificial Intelligence; Computer Science; Machine Learning,https://scholar.google.com/citations?user=adnTgaAAAAAJ,https://www.mrtz.org/,@mrtz,Fairness through awareness; Understanding deep learning (still) requires rethinking generalization; Equality of Opportunity in Supervised Learning; Understanding deep learning requires rethinking generalization; Sanity Checks for Saliency Maps,42,15348,0.1709,org:google-brain,Google Brain,org:princeton-university,Princeton University
